고객사명,요일,식수량(인분),서비스 종류,성비(남:녀),업종,최고온도,메인 메뉴,분류,맵기,염도,당도,1인당 소비량(g),1인당 제공량,기준 식수량
마인드로직,화,11,베이직,5:5,IT,13,매콤납작잡채,한식,0.9,0.5,0.4,123,140,20
마인드로직,수,14,베이직,5:5,IT,14,고추장제육볶음,한식,0.6,0.6,0.6,123,140,20
마인드로직,목,17,베이직,5:5,IT,17,오겹두루치기,한식,0.6,0.7,0.5,123,140,20
마인드로직,금,18,베이직,5:5,IT,15,오향장육,중식,0.5,0.6,0.5,118,140,20
마인드로직,월,12,베이직,5:5,IT,10,간장삼겹케일볶음,한식,0.3,0.5,0.4,123,140,20
마인드로직,화,13,베이직,5:5,IT,15,데리야끼간장소불고기,일식,0.2,0.6,0.7,118,140,20
마인드로직,수,17,베이직,5:5,IT,18,매콤차돌박이덮밥,한식,0.8,0.4,0.6,183,200,20
마인드로직,목,17,베이직,5:5,IT,21,오징어튀김&타르타르소스,일식,0,0.5,0.4,108,130,20
마인드로직,금,9,베이직,5:5,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,123,140,20
마인드로직,월,13,베이직,5:5,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,113,140,20
마인드로직,화,15,베이직,5:5,IT,19,꿔바로우,중식,0,0.4,0.8,118,140,20
마인드로직,수,14,베이직,5:5,IT,25,레드미트볼,양식,0.2,0.5,0.5,113,140,20
마인드로직,목,11,베이직,5:5,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,113,140,20
마인드로직,금,13,베이직,5:5,IT,15,고추장 제육,한식,0.6,0.5,0.5,123,140,20
마인드로직,월,18,베이직,5:5,IT,10,소고기 비빔밥,한식,0.3,0.4,0.2,123,140,20
마인드로직,화,18,베이직,5:5,IT,22,돼지고기생강구이,한식,0,0.5,0.5,123,140,20
마인드로직,수,12,베이직,5:5,IT,21,그릴소시지 하리사 롤빵,한식,0,0.3,0.7,123,140,20
마인드로직,목,13,베이직,5:5,IT,25,오겹두루치기,한식,0.6,0.7,0.5,123,140,20
마인드로직,금,17,베이직,5:5,IT,25,스테이크덮밥,일식,0.1,0.6,0.3,178,200,20
마인드로직,월,18,베이직,5:5,IT,21,돈까스덮밥,일식,0,0.5,0.2,178,200,20
마인드로직,화,12,베이직,5:5,IT,20,김치 돼지 두루치기,한식,0.5,0.6,0.6,123,140,20
마인드로직,수,12,베이직,5:5,IT,22,미소닭날개조림,한식,0.2,0.7,0.3,143,160,20
마인드로직,목,17,베이직,5:5,IT,25,마라치킨라이스덮밥,중식,0.7,0.5,0.5,178,200,20
마인드로직,금,14,베이직,5:5,IT,26,돼지오겹두루치기,한식,0.6,0.6,0.6,123,140,20
마인드로직,월,8,베이직,5:5,IT,27,비프부르기뇽,양식,0.3,0.5,0.5,133,160,20
마인드로직,화,14,베이직,5:5,IT,29,시래기등갈비찜,한식,0.4,0.6,0.4,113,140,20
마인드로직,수,18,베이직,5:5,IT,28,소고기고추장불고기,한식,0.7,0.5,0.6,123,140,20
마인드로직,목,14,베이직,5:5,IT,24,콩나물소불고기,한식,0.6,0.7,0.4,123,140,20
마인드로직,금,12,베이직,5:5,IT,26,트러플규동,양식,0,0.5,0.5,113,140,20
마인드로직,월,10,베이직,5:5,IT,28,돼지갈비간장조림,한식,0.3,0.6,0.6,123,140,20
마인드로직,화,16,베이직,5:5,IT,32,매운돼지고기전복덮밥,한식,0.9,0.6,0.5,173,200,20
마인드로직,수,18,베이직,5:5,IT,23,탄탄멘,중식,1,0.8,0.1,178,200,20
마인드로직,목,12,베이직,5:5,IT,26,들깨불고기,한식,0.2,0.4,0.2,123,140,20
마인드로직,금,14,베이직,5:5,IT,24,소양지국밥,한식,0,0.4,0,203,220,20
마인드로직,월,17,베이직,5:5,IT,23,시래기등갈비찜,한식,0.4,0.6,0.4,123,140,20
마인드로직,화,17,베이직,5:5,IT,27,견과류 양념치킨,한식,0.2,0.4,0.6,143,160,20
마인드로직,수,6,베이직,5:5,IT,26,고추장 제육,한식,0.6,0.5,0.5,123,140,20
마인드로직,목,11,베이직,5:5,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,108,140,20
마인드로직,금,17,베이직,5:5,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,113,140,20
마인드로직,월,12,베이직,5:5,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,123,140,20
마인드로직,화,13,베이직,5:5,IT,28,달걀볶음밥,한식,0,0.3,0.2,183,200,20
마인드로직,수,17,베이직,5:5,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,123,140,20
마인드로직,목,18,베이직,5:5,IT,25,소갈비탕,한식,0.3,0.6,0.6,203,220,20
마인드로직,금,11,베이직,5:5,IT,26,문어비빔밥,한식,0.6,0.5,0.5,183,200,20
마인드로직,월,13,베이직,5:5,IT,26,매운닭갈비,한식,0.8,0.5,0.6,143,160,20
마인드로직,화,13,베이직,5:5,IT,26,궁중떡볶이,한식,0.2,0.5,0.7,123,140,20
마인드로직,수,13,베이직,5:5,IT,31,돼지목살풋마늘김치찜,한식,0.5,0.6,0.5,113,140,20
마인드로직,목,7,베이직,5:5,IT,30,막국수,한식,0.6,0.7,0.6,123,150,20
마인드로직,금,11,베이직,5:5,IT,31,비엔나김치볶음밥,한식,0.5,0.6,0.6,173,200,20
마인드로직,월,8,베이직,5:5,IT,28,찹스테이크,양식,0.3,0.4,0.1,113,140,20
마인드로직,화,17,베이직,5:5,IT,29,뉴욕 스트릿 커리 치킨 라이스,아시안,0.3,0.4,0,118,160,20
마인드로직,수,8,베이직,5:5,IT,27,수제커리돈까스,일식,0,0.5,0.4,118,140,20
마인드로직,목,6,베이직,5:5,IT,31,오사카치킨난반,일식,0.4,0.5,0.4,128,160,20
마인드로직,금,13,베이직,5:5,IT,33,쉬림프콥샐러드,양식,0,0.3,0.5,183,220,20
마인드로직,월,18,베이직,5:5,IT,31,가지튀김덮밥,한식,0.2,0.6,0.3,173,200,20
마인드로직,화,11,베이직,5:5,IT,27,소고기 비빔밥,한식,0.3,0.4,0.2,123,140,20
마인드로직,수,7,베이직,5:5,IT,24,불고기산채비빔밥,한식,0.5,0.4,0.5,123,140,20
마인드로직,목,11,베이직,5:5,IT,27,그린커리,아시안,0.4,0.3,0.3,108,140,20
마인드로직,금,13,베이직,5:5,IT,29,라구파스타,양식,0,0.5,0.5,103,140,20
마인드로직,월,7,베이직,5:5,IT,29,치밥치킨,한식,0.3,0.6,0.6,133,160,20
마인드로직,화,9,베이직,5:5,IT,33,고추장삼겹볶음,한식,0.6,0.6,0.6,113,140,20
마인드로직,수,13,베이직,5:5,IT,35,항정살 된장구이,한식,0.2,0.6,0.3,113,140,20
마인드로직,목,17,베이직,5:5,IT,34,중화삼겹볶음,중식,0.7,0.6,0.5,108,140,20
마인드로직,금,12,베이직,5:5,IT,28,불고기떡갈비,한식,0.3,0.4,0.6,143,160,20
마인드로직,월,13,베이직,5:5,IT,27,스테이크덮밥,일식,0.1,0.6,0.3,178,200,20
마인드로직,화,13,베이직,5:5,IT,26,고추장닭구이,한식,0.5,0.5,0.6,143,160,20
마인드로직,수,17,베이직,5:5,IT,31,연어장,한식,0.6,0.9,0,73,100,20
마인드로직,목,7,베이직,5:5,IT,27,LA 갈비,한식,0,0.6,0.6,143,160,20
마인드로직,금,10,베이직,5:5,IT,30,돼지고기 지짐이,한식,0.2,0.5,0.5,113,140,20
마인드로직,월,14,베이직,5:5,IT,33,삼겹살두루치기,한식,0.6,0.7,0.5,133,160,20
마인드로직,화,10,베이직,5:5,IT,36,맑은대구지리탕,한식,0.3,0.4,0.2,193,220,20
마인드로직,수,7,베이직,5:5,IT,31,참치포케,양식,0.2,0.5,0.3,103,140,20
마인드로직,목,4,베이직,5:5,IT,33,중화돼지고기,중식,0.8,0.6,0.5,108,140,20
마인드로직,금,13,베이직,5:5,IT,33,해산물 그린커리,아시안,0.5,0.4,0.1,98,140,20
마인드로직,월,13,베이직,5:5,IT,34,김치삼겹두루치기,한식,0.5,0.6,0.6,113,140,20
마인드로직,화,12,베이직,5:5,IT,34,쭈삼불고기,한식,0.8,0.7,0.5,113,140,20
마인드로직,수,9,베이직,5:5,IT,26,간장마늘치킨,한식,0.3,0.6,0.4,143,160,20
마인드로직,목,11,베이직,5:5,IT,30,간장삼겹케일볶음,한식,0.3,0.5,0.4,113,140,20
마인드로직,금,13,베이직,5:5,IT,33,망고 쉬림프 샌드위치,양식,0,0.2,0.5,173,210,20
마인드로직,월,5,베이직,5:5,IT,31,돼지목살들깨김치찜,한식,0,0.6,0.5,113,140,20
마인드로직,화,9,베이직,5:5,IT,31,토마토 모짜렐라 크로와상,양식,0,0.2,0.5,103,140,20
마인드로직,수,13,베이직,5:5,IT,30,고추장소불고기,한식,0.6,0.7,0.6,113,140,20
마인드로직,목,11,베이직,5:5,IT,29,매콤버섯소고기볶음,한식,0.8,0.4,0.6,113,140,20
마인드로직,금,8,베이직,5:5,IT,30,쉬림프타코,양식,0.2,0.5,0.5,113,150,20
마인드로직,월,7,베이직,5:5,IT,26,몽골리안포크덮밥,양식,0.3,0.7,0.3,173,200,20
마인드로직,화,17,베이직,5:5,IT,27,그릴드목살 분짜,아시안,0.1,0.4,0.5,108,140,20
마인드로직,수,17,베이직,5:5,IT,28,숙주삼겹볶음,한식,0.4,0.5,0.5,123,140,20
마인드로직,목,12,베이직,5:5,IT,25,연어타다키,일식,0,0.5,0,98,120,20
마인드로직,금,9,베이직,5:5,IT,27,삼겹살두루치기,한식,0.6,0.7,0.5,143,160,20
마인드로직,월,15,베이직,5:5,IT,29,미소된장제육,한식,0.4,0.7,0.3,113,140,20
마인드로직,화,18,베이직,5:5,IT,27,그라브락스연어포케,양식,0,0.1,0.6,193,220,20
마인드로직,수,11,베이직,5:5,IT,28,소고기데리야끼,일식,0.3,0.5,0.7,118,140,20
마인드로직,목,10,베이직,5:5,IT,23,매운돼지갈비찜,한식,0.9,0.6,0.6,123,140,20
마인드로직,금,13,베이직,5:5,IT,29,간장숯불돼지고기,한식,0.3,0.6,0.6,113,140,20
마인드로직,월,18,베이직,5:5,IT,29,돼지김치들깨찜,한식,0.5,0.5,0.4,113,140,20
마인드로직,화,12,베이직,5:5,IT,25,간장삼겹케일볶음,한식,0.3,0.5,0.4,123,140,20
마인드로직,수,14,베이직,5:5,IT,25,통삼겹구이,한식,0,0.6,0.2,123,140,20
마인드로직,목,18,베이직,5:5,IT,23,쇠고기 영양부추 무침,한식,0.3,0.6,0.4,123,140,20
마인드로직,금,17,베이직,5:5,IT,25,소고기강된장비빔밥,한식,0.4,0.4,0.5,123,140,20
마인드로직,월,8,베이직,5:5,IT,26,삼겹살바베큐,한식,0.5,0.6,0.6,143,160,20
마인드로직,화,14,베이직,5:5,IT,29,닭강정,한식,0,0.5,0.7,133,160,20
마인드로직,수,18,베이직,5:5,IT,27,돼지쇼가야키,일식,0.2,0.5,0.5,118,140,20
마인드로직,목,17,베이직,5:5,IT,28,연어타다키,일식,0,0.5,0,98,120,20
마인드로직,금,7,베이직,5:5,IT,25,간장숯불돼지고기,한식,0.3,0.6,0.6,123,140,20
마인드로직,월,13,베이직,5:5,IT,29,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,113,140,20
마인드로직,화,18,베이직,5:5,IT,28,버섯크림오므라이스,일식,0.1,0.4,0.6,138,160,20
마인드로직,수,17,베이직,5:5,IT,20,김치오겹두루치기,한식,0.5,0.6,0.5,123,140,20
마인드로직,목,11,베이직,5:5,IT,20,묵채밥,한식,0.4,0.1,0,183,200,20
마인드로직,금,7,베이직,5:5,IT,20,매운찜닭,한식,1,0.6,0.5,143,160,20
마인드로직,월,15,베이직,5:5,IT,25,껌승,아시안,0.3,0.4,0.3,108,140,20
마인드로직,화,15,베이직,5:5,IT,21,불란서샌드위치,양식,0,0.3,0.5,183,210,20
마인드로직,수,8,베이직,5:5,IT,19,망고 쉬림프 샌드위치,양식,0,0.2,0.5,183,210,20
마인드로직,목,11,베이직,5:5,IT,21,스파이시치킨리조또,양식,0.8,0.7,0.5,133,160,20
마인드로직,금,18,베이직,5:5,IT,22,버섯 샐러드,양식,0,0.2,0.4,193,220,20
마인드로직,월,18,베이직,5:5,IT,24,된장차슈,일식,0.3,0.6,0.5,118,140,20
마인드로직,화,9,베이직,5:5,IT,21,소고기고추장불고기,한식,0.7,0.5,0.6,123,140,20
마인드로직,수,14,베이직,5:5,IT,23,수비드목살스테이크,양식,0,0.3,0.3,113,140,20
마인드로직,목,17,베이직,5:5,IT,22,메밀묵무침,한식,0.2,0.2,0.1,103,120,20
마인드로직,금,15,베이직,5:5,IT,18,아보카도 명란 마요덮밥,일식,0.2,0.8,0.4,178,200,20
마인드로직,월,11,베이직,5:5,IT,17,로스트비프 샌드위치,양식,0.2,0.2,0.5,183,210,20
마인드로직,화,14,베이직,5:5,IT,18,칠리타이거새우,중식,0.5,0.5,0.7,118,140,20
마인드로직,수,15,베이직,5:5,IT,20,돼지고기 지짐이,한식,0.2,0.5,0.5,123,140,20
마인드로직,목,8,베이직,5:5,IT,16,토마토 바질페스토 크로와상,양식,0,0.2,0.5,113,140,20
마인드로직,금,14,베이직,5:5,IT,13,산토리니쉬림프콜드파스타,양식,0,0.3,0.5,93,120,20
마인드로직,월,14,베이직,5:5,IT,12,고추장제육볶음,한식,0.6,0.6,0.6,123,140,20
마인드로직,화,17,베이직,5:5,IT,15,아마트리치아나 파스타,양식,0.7,0.5,0.4,113,140,20
마인드로직,수,9,베이직,5:5,IT,12,유산슬덮밥,중식,0.5,0.6,0.3,178,200,20
마인드로직,목,14,베이직,5:5,IT,5,치킨 시저 샐러드,양식,0,0.7,0.5,193,220,20
마인드로직,금,18,베이직,5:5,IT,9,담양떡갈비정식,한식,0.1,0.5,0.2,123,140,20
마인드로직,월,18,베이직,5:5,IT,4,돼지고기 지짐이,한식,0.2,0.5,0.5,123,140,20
마인드로직,화,12,베이직,5:5,IT,5,참치김치볶음밥,한식,0.8,0.7,0.5,183,200,20
마인드로직,수,14,베이직,5:5,IT,9,바지락칼국수,한식,0.3,0.6,0,143,160,20
마인드로직,목,18,베이직,5:5,IT,17,미나리삼겹구이,한식,0,0.4,0.2,123,140,20
마인드로직,금,18,베이직,5:5,IT,13,된장차슈,일식,0.3,0.6,0.5,118,140,20
마인드로직,월,11,베이직,5:5,IT,6,돼지갈비찜,한식,0.5,0.6,0.6,123,140,20
마인드로직,화,13,베이직,5:5,IT,10,치밥치킨,한식,0.3,0.6,0.6,143,160,20
마인드로직,수,11,베이직,5:5,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,193,210,20
마인드로직,목,11,베이직,5:5,IT,5,레드커리,아시안,0.6,0.3,0.1,108,140,20
마인드로직,금,9,베이직,5:5,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,108,140,20
마인드로직,월,13,베이직,5:5,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,168,200,20
마인드로직,화,17,베이직,5:5,IT,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,118,140,20
마인드로직,수,14,베이직,5:5,IT,10,바지락칼국수,한식,0.3,0.6,0,143,160,20
마인드로직,목,12,베이직,5:5,IT,10,포크&글레이즈애플샐러드,양식,0,0.3,0.7,193,220,20
마인드로직,금,14,베이직,5:5,IT,3,간장숯불돼지고기,한식,0.3,0.6,0.6,123,140,20
마인드로직,월,12,베이직,5:5,IT,6,문어숙회,한식,0,0.3,0,103,120,20
마인드로직,화,14,베이직,5:5,IT,11,분보싸오,아시안,0.2,0.4,0.5,128,160,20
마인드로직,수,8,베이직,5:5,IT,4,씨푸드 크림 리조또,양식,0.1,0.3,0.5,133,160,20
마인드로직,목,14,베이직,5:5,IT,3,단호박크림스프,양식,0,0.3,0.9,93,120,20
마인드로직,금,11,베이직,5:5,IT,2,해초비빔밥,한식,0.5,0.4,0.2,123,140,20
마인드로직,월,18,베이직,5:5,IT,6,에그누들볶음,아시안,0.5,0.5,0.4,108,140,20
마인드로직,화,12,베이직,5:5,IT,7,스팸김치볶음밥,한식,0.6,0.5,0.5,183,200,20
마인드로직,수,14,베이직,5:5,IT,5,돼지오겹김치찜,한식,0.6,0.6,0.4,123,140,20
마인드로직,목,18,베이직,5:5,IT,3,사골떡국,한식,0,0.6,0.2,123,140,20
마인드로직,금,19,베이직,5:5,IT,-5,매콤차돌박이덮밥,한식,0.8,0.4,0.6,178,200,20
